word,definition,translation
yeet,"Term used to express excitement; especially used in basketball when someone has shot a three-pointer that they are sure will go in the hoop. \r\nAlso used as one ejaculates.\r\nCan be used as an exclamatory (YEET!), or a verb (to yeet someone) \n> ""AHH YEET!!"" exclaimed LaMarcus as his shot went toward the hoop.\n",
yeezy,Slang referring to the rapper Kanye West\n> Guy 1: What the hell is this?\n> Guy 2: This is yeezy's new track.\n,
yefim,,n. (Yefim)人名；(俄)叶菲姆
Yefimov's test,,[医] 叶菲莫夫氏试验(检尿内蠕虫)
yegg,,"n. 窃贼, 撬窃保险箱的盗贼, 恶棍\n[法] 罪犯"
yeggman,,n. 窃贼
Yegor,,n. (Yegor)人名；(俄)叶戈尔
yeh,,adv. 是（等于yes）
yehet,"1. Yehet is the sound that Oh Sehun, a member of EXO, makes when he is happy with himself.\r\n2. It is also the cheer of a 4-dimensional 19 year old who is allowed to make weird mating noises such as the word itself, ""Yehet""\n> Sehun: *looks down into pants*\n> Sehun: Yehet\n",
yehuda,,n. (Yehuda)人名；(阿拉伯、以)耶胡达
Yehudi,,指向标触发发射机
Yehudi Menuhin,,耶胡迪·梅纽因（人名）
yei,, [医][=Yersinia enterocolitica infection]小肠结肠耶尔森（氏）菌感染
yeild,, 捕获量
yeilded,past participle of yeild,(yeild 的过去分词)  捕获量
yeilding,-ing form of yeild,(yeild 的现在分词)  捕获量
yeilds,plural of yeild,(yeild 的复数)  捕获量
yekaterina,,n. (Yekaterina)人名；(俄)叶卡捷琳娜
Yekaterinburg,,叶卡捷琳堡（俄罗斯城市）
Yekaterinoslav,,[网络] 叶卡捷里诺斯拉夫
yeki,,[医] 腺鼠疫
Yekuzuo,,[化] 叶枯唑; 噻枯唑
yel,,abbr. yellow 黄色（的）
yeld,,"a. 不育的, (指母牛)不分泌乳汁的"
yeldell,, [人名] 耶尔德尔
yelding,-ing form of yeld,"(yeld 的现在分词) adj.不育的, (指母牛)不分泌乳汁的"
yelds,plural of yeld,"(yeld 的复数) adj.不育的, (指母牛)不分泌乳汁的"
yelena,,n. (Yelena)人名；(俄)叶连娜
yelk,n. Same as Yolk.,"n. <古><方>蛋黄,卵黄"
yell,v. utter or declare in a very loud voice,"vi. 叫喊, 大叫, (齐声)呐喊欢呼\nvt. 喊叫着说\nn. 叫声, 喊声, 呐喊"
yell at,,对…叫喊
yell leader,,拉拉队队长
yell out,,"大声叫喊,大声嚷嚷,叫喊着说"
yell out an oath,,"大声宣誓,破口大骂"
yell together for,,一起为…高喊加油
yell up,,"大声叫喊,大声嚷嚷,喊…过来"
yelland,, [人名] 耶兰
yelle,, [人名] 耶尔
yelled,imp. & p. p. of Yell,"v. 叫喊, 号叫, 叫着说( yell的过去式和过去分词 )"
yellen,, [人名] 耶伦
Yellen clamp,,[医] 耶伦氏包皮环切夹
yeller,n someone who communicates vocally in a very loud voice,n. yell的变形
yellin,,n. (Yellin)人名；(英、以)耶林；(俄)叶林
yelling,n. uttering a loud inarticulate cry as of pain or excitement,"v. 叫喊, 号叫, 叫着说( yell的现在分词 )"
yellow,n. yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons\nv. turn yellow\ns. of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk\ns. changed to a yellowish color by age,n. 黄色\na. 黄色的
yellow AB,,[化] 颜料黄AB; 苯偶氮-2-萘胺
yellow about the gills,,"脸色发黄,面带病容,没精打彩"
yellow acid,,"[化] 1,3-二羟萘-5,7-二磺酸"
yellow adder's tongue,,[网络] 黄色加法器的舌头
yellow ageratum,,[网络] 黄色ageratum
yellow alert,,空袭预备警报
yellow arsenic,,[化] 雌黄; 二硫化二砷
yellow asphodel,,[网络] 黄日光兰；黄曰光兰；黄日生日送什么花光兰
yellow atrophy,,[医] 黄色萎缩(肝)
yellow avens,,n. 水杨梅
yellow bachelor's button,,[网络] 黄色学士的按钮
yellow bark,,[医] 黄金鸡纳皮
yellow bass,, 密河石脂
yellow bean,, 黄豆
yellow bedstraw,,un. 蓬子菜\n[网络] 篷子菜
yellow beeswax,,[医] 黄[蜂]蜡
yellow bells,,[网络] 黄色吊钟花；黄钟花
yellow berry,, 桑悬钩子属
yellow bile,,黄胆汁
yellow birch,," 加拿大桦, 黄桦"
yellow blindness,,[医] 黄色盲
yellow bodies,,[医] 黄体
yellow bone,a light-skinned black women\n> Above example sufficeces\n,
yellow bone marrow,, 黄骨髓
yellow book,,黄皮书\n[法] 黄皮书
yellow boy,,"金币,金镑"
yellow bristle grass,,[网络] 黄鬃草
yellow bristlegrass,,un. 金狗尾草
yellow bugle,,[网络] 黄色的号角
yellow bunting,, [鸟类]黄鹀
yellow cake,,[化] 黄饼(铀浓缩物的一种)
yellow card,,n. （足球）黄牌
yellow cartilages,,"[医] 黄软骨, 黄色弹力纤维软骨"
yellow cattley guava,,[网络] 黄色的牛​​皮番石榴
yellow cedar,, 黄桧
yellow chamomile,,[网络] 春黄菊
yellow chestnut oak,,[网络] 黄栗栎
yellow chrome,,[化] 铬黄
yellow cinchona,,[医] 黄金鸡纳皮
yellow cleavers,,[网络] 黄色切割器
yellow clintonia,,[网络] 黄色clintonia
yellow colicroot,,[网络] 黄色微笑
yellow corallin,,[医] 玫红酸钠
yellow cross,,"[医] 黄十字, 二氯二乙硫醚, 芥子气(毒气)"
yellow cypress,,[网络] 阿拉斯加扁柏；桧木原木
Yellow Delicious,,[网络] 黄甜苹果；黄五爪
yellow dirt,,"金子,金钱"
yellow disease,,[医] 黄[疸]病
yellow dock,, 酸模
yellow dog,,"杂种狗, 卑鄙的人"
yellow dog contract,,[经] 野狗契约
yellow dog fun,,[经] 反对工会的基金
yellow dwarf,," 黄矮星, 黄萎病"
yellow dwarf of potato,,un. 马铃薯黄矮病
yellow elastic tissue,,[医] 弹性组织
yellow enzymes,,[医] 黄酶类
yellow ferment,,[医] 黄酶
yellow fever,,黄热病\n[医] 黄热病
yellow fever vaccine,,[医] 黄热病疫苗
yellow fever virus,,[医] 黄热病病毒
yellow fibrocartilage,,[医] 黄纤维软骨
yellow firers,,"[医] 黄纤维, 弹性纤维"
yellow flag,, （表示该船正在检疫的）黄旗
yellow foxglove,,[网络] 黄花毛地黄；黄指顶花
yellow foxtail,,un. 金狗尾草\n[网络] 狐尾草
yellow giant hyssop,,[网络] 黄色巨型海索草
yellow globe lily,,[网络] 黄色地球百合
yellow goatfish,,[网络] 黄带拟羊鱼
yellow granadilla,,[网络] 黄西番莲；水柠檬
yellow green,, [医]黄绿
yellow gurnard,,[网络] 黄色gurnard
yellow hawkweed,,[网络] 黄k eed
yellow henbane,,[网络] 黄色鸡尾酒
yellow hepatization,,[医] 黄色肝样变
yellow honeysuckle,," [植物]黄金银花，小花忍冬（Lonicera flava,产于美国东部和南部）"
yellow horned poppy,,[网络] 黄色的角罂粟
yellow hornet,,[网络] 翻译不出
yellow inaicator,,[医] 指示黄(由视紫质产生)
yellow indicator lamp,,[计] 黄色指示灯
yellow iris,,un. 黄菖蒲\n[网络] 黄色鸢尾；金菖蒲；黄色蝴蝶花
yellow ironweed,,[网络] 黄色铁。
yellow jacaranda,,[网络] 黄色的jacaranda
yellow jack,,"黄热病, 黄旗\n[医] 黄热病"
yellow jacket,,"鲜黄色胡蜂, 黄马褂, 盛麻醉品的黄色胶囊"
yellow jasmine,,"n. 素馨, 黄经钩吻"
yellow jasmine poisoning,,[医] 黄素馨中毒
yellow jessamine,,[医] 常绿钩吻
yellow journalism,,黄色新闻编辑作风
yellow lady's slipper,,[网络] 黄花杓兰
yellow lady-slipper,,[网络] 黄色淑女拖鞋
yellow language,,[计] 黄色语言
yellow layer,,"[医] 血块黄层, 血沉棕黄层"
yellow lead,,[化] 黄丹; 密陀僧; 氧化铅; 一氧化一铅
yellow lead oxide,,[化] 一氧化铅; 密陀僧
yellow ligaments,,[医] 黄韧带
yellow light,, 黄灯
yellow line,,n. （路边禁止或限制停车的）黄线
yellow listed,"a person who does not wash their hands after urinating is placed on the 'yellow list', or they are 'yellow listed'\n> Co-worker: You may want to double up on the hand sanitizer after shaking hands with Edith, she was yellow listed last week.\n",
yellow load,,[计] 屈服点负载
yellow locust,, 刺槐，洋槐
yellow loosestrife,, [植物]排草，珍珠菜，黄莲花
yellow lupine,,un. 黄羽扇豆\n[网络] 黄鲁冰花；黄花羽扇豆；羽扁豆
yellow man,,[网络] 黄人；黄种人；胆小的人
yellow mariposa tulip,,[网络] 黄色马尾蛇郁金香
yellow marrow,,[医] 黄骨髓
yellow mercuric oxide,,"[医] 黄氧化汞, 黄降汞"
yellow mercuric oxide Ointment,,[医] 黄氧化汞软膏
yellow mercuric sulfate,,[医] 黄硫酸汞
yellow mercurous iodide,,[医] 黄碘化亚汞
yellow mercury oxide,,"[医] 黄氧化汞, 黄降汞"
yellow mercury subsulfate,,[医] 黄[色]硷式硫酸汞
yellow metal,,"一种黄铜, 黄金"
yellow milkwort,,[网络] 黄色的黄芪
yellow mombin,, 猪李
yellow mombin tree,,[网络] 黄bin树
yellow mountain saxifrage,,[网络] 黄山萨克斯
yellow nutgrass,,[网络] 黄黄草
yellow oak,,na. 【植】栎树
yellow OB,,[化] 颜料黄OB; 2-甲苯偶氮-2-萘胺
yellow ocher,,"n. 黄赭色, 黄土"
yellow ochre,,un. 赭石黄\n[网络] 黄赭石；土黄；黄赭色
yellow Ointment,,[医] 黄[色单]软膏(由黄蜡和凡士林制成的软膏基质)
yellow oleander,,un. 黄花夹竹桃\n[网络] 黄夹竹桃；英文名称
yellow pages,,[计] 黄页
yellow paper daisy,,[网络] 黄纸雏菊
yellow parilla,,[网络] 黄色的parilla
yellow pea,,[网络] 黄豌豆；黄豆；碗豆黄
yellow perch,,黄鲈；金鲈；黄色河鲈（等于Perca flavescens）
yellow peril,,黄祸
yellow phenophthalein,,[化] 黄酚酞
yellow phosphorus,,[化] 黄磷; 白磷\n[医] 黄磷
yellow pimpernel,,[网络] 黄色pimpernel
yellow pine,,"n. 黄松, 黄松木; 短叶松"
yellow pitcher plant,,[网络] 黄瓶子草；黄色瓶子草
yellow pond lily,,[网络] 湖面长满了睡莲；美洲黄莲花；萍蓬草
yellow poplar,, 北美鹅掌揪
yellow precipitate,,"[医] 黄色沉淀[物], 黄降汞, 黄氧化汞"
yellow press,,黄色报刊
yellow prussiate of potash,,[化] 亚铁氰化钾; 黄血盐
yellow prussiate of soda,,[化] 亚铁氰化钠; 黄血盐钠
Yellow race,,na. 黄种人\n[网络] 黄色人种；蒙古人种；铲形门齿恰是咱们黄种人
yellow rain,,黄雨
yellow ribbon,, 黄丝带（系在树上表示期盼亲友能早日平安返回）
yellow rice(or millet)wine,,[化] 黄酒
Yellow River,,黄河
yellow rocket,, 山芥
yellow root,,[医] 北美黄连[根]
yellow salsify,,[网络] 黄s ify
yellow salt,,[机] 硝酸铀酰
yellow sand verbena,,[网络] 黄花匍匐美女樱；广叶纤苞
Yellow Sea,,黄海
yellow soft paraffin,,"[医] 黄凡士林, 黄软石蜡"
yellow softe,,[医] 黄色软化
yellow spiny daisy,,[网络] 黄色多刺的雏菊
yellow spot,,黄斑\n[医] 黄斑(视网膜)
yellow spot fungus,,[网络] 黄色真菌
yellow spruce,,[网络] 黄云杉
yellow squash,,[网络] 黄南瓜；黄色南瓜；根黄色的菜瓜
yellow star-thistle,,un. 黄星蓟\n[网络] 黄矢车菊；夏矢车菊；十月二十日黄矢车菊
yellow streak,,胆怯
yellow sweet clover,,[医] 黄香草木犀
yellow tongue,,[医] 黄舌
yellow trefoil,, 天蓝
yellow trumpet,,[网络] 黄色小号
yellow tubercles,,"[医] 黄色结核节, 干酷样结核"
yellow turnip,,[网络] 黄芜菁
yellow twining snapdragon,,[网络] 黄色蜿蜒金枪鱼
yellow vetchling,,[网络] 黄色vetchling
yellow warbler,," [鸟类] 黄色林莺(Dendroica petechia,产于北美); 黄莺"
yellow wash,,"[医] 黄色洗剂, 黄色洗液"
yellow water flag,,[网络] 黄水旗
yellow water lily,," [植物]欧洲萍蓬草(Nuphar luteum,产于欧洲和亚洲北部)"
yellow watercress,,[网络] 黄色水田芥
yellow wax,,[医] 黄蜂蜡
yellow waxed paper,,[化] 黄蜡纸
yellow woman,,[网络] 黄女
yellow yolk,,[医] 黄卵黄
yellow-banded,,[网络] 横带龙；黄白间条子
yellow-beige,,[网络] 裸黄；蛋黄米色；黄棕色
yellow-bellied,s easily frightened,a. （北美东部的）黄腹吸汁啄木鸟; 胆小的
yellow-bellied sapsucker,,na. 【动】黄腹吸汁啄木鸟\n[网络] 红颈吸汁啄木
yellow-bellied terrapin,,[网络] 黄腹凉亭
yellow-belly,,n. 可鄙的胆小鬼
yellow-blindness,,un. 黄色盲\n[网络] 蓝黄色盲
yellow-blue blindness,,[医] 黄蓝色盲
yellow-blue color blindness,,[网络] 黄蓝色盲
yellow-blue dichromacy,,[网络] 黄蓝色二重色
yellow-breasted bunting,,[网络] 黄胸鹀；黄胸鵐；禾花雀
yellow-breasted chat,,[网络] 黄胸巨唧莺；黄胸巨即鸟莺；黄胸巨莺
yellow-brown,s of a medium to dark brownish yellow color,黄褐色
yellow-covered,a. Covered or bound in yellow paper.,"a. 表面黄色的,廉价的,无用的"
yellow-crowned night heron,,[网络] 黄顶夜鹭；黄冠夜鹭；黄冠博彩网址
yellow-dog,,"a. 不加入工会的, 卑鄙的, 可耻的"
yellow-dog contract,,[法] 以不加入工会为条件的雇用契约
yellow-eyed grass,,[网络] 黄眼草
yellow-eyed grass family,,[网络] 黄眼草家庭
yellow-fever mosquito,, 伊蚊
yellow-gray,s of grey tinged with yellow, 黄灰色
yellow-green,s of a color midway between yellow and green, [医]（玉蜀黍的）黄绿色叶[突变型]
yellow-green algae,, 黄藻
yellow-greens,plural of yellow-green\ns of a color midway between yellow and green,(yellow-green 的复数)  [医]（玉蜀黍的）黄绿色叶[突变型]
yellow-grey,,[网络] 黄灰色
yellow-hammer,,n. 金翼啄木鸟；黄鹉
yellow-hammers,plural of yellow-hammer,(yellow-hammer 的复数) n. 金翼啄木鸟；黄鹉
yellow-leaf sickle pine,,[网络] 黄叶镰刀松
yellow-legger,,n. (=yellowlegs)[鸟]黄足鹬
yellow-marked,,[网络] 黄色标记
yellow-orange,s of orange tinged with yellow,黄橙色的
yellow-shafted flicker,, [鸟类]金翼啄木鸟
yellow-spotted,,[网络] 过去分词构成形容词；黄斑点的；黄头侧颈龟
yellow-striped,,[网络] 金带；天竺鲷
yellow-throated marten,, 黄喉貂; 蜜狗
yellow-tinged,,[网络] 黄色的
yellow-tipped,,[网络] 黄色的
yellow-white,,n. 黄白色\n[网络] 白色的
yellowback,,"n. 十九世纪流行的黄封面的廉价通俗小说, 法国廉价小说"
yellowband,,n. 黄色纹[线]
yellowbark,,n. (=calisaya)[植]金鸡纳(树)皮
yellowbellied,, 胆小的
yellowbellies,,"懦夫, 胆小鬼, 黄腹鱼( yellowbelly的名词复数 )"
yellowbelly,,n. 胆小者;懦弱者
yellowbelly marmot,,[网络] 黄果土拨鼠
yellowbill,n. The American scoter.,n. [鸟]黄嘴鹃
yellowbird,n yellow-throated American wood warbler\nn American finch whose male has yellow body plumage in summer,"n. [鸟]黄雀, 金翅雀, 黄鹂鸟"
yellowbrush,,金黄菊木
yellowcake,n. an impure mixture of uranium oxides obtained during the processing of uranium ore,"n. ""黄饼""(核反应燃料重铀酸铵或重铀酸钠的俗称)"
yellowed,v turn yellow\ns changed to a yellowish color by age,v. （使某物）变黄或发黄( yellow的过去式和过去分词 )
yellower,s. of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk\ns. easily frightened\ns. changed to a yellowish color by age,"a. 黄(色)的；(因年代久远、旧纸)泛黄的\nn. 黄色；黄色原料(或染料)\nvt., vi. (使)变黄, (使)发黄："
yellowest,s. of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk\ns. easily frightened\ns. changed to a yellowish color by age,"a. 黄(色)的；(因年代久远、旧纸)泛黄的\nn. 黄色；黄色原料(或染料)\nvt., vi. (使)变黄, (使)发黄："
yellowfin,n. may reach 400 pounds; worldwide in tropics,tuna[鱼]黄鳍金枪鱼(亦作yellowfin)
yellowfin croaker,,[网络] 黄鳍短须石首鱼
yellowfin mojarra,,[网络] 黄鳍金枪鱼
yellowfin tuna,,n. 黄鳍金枪鱼
yellowgreen,, 黄绿色
yellowhammer,n. European bunting the male being bright yellow,"n. [鸟]黄鹉,<美>金翼啄木鸟"
yellowhammers,plural of yellowhammer\nn. European bunting the male being bright yellow,"(yellowhammer 的复数) n.[鸟]黄鹉,<美>金翼啄木鸟"
yellowhead,,n. 新西兰金丝雀
yellowing,v turn yellow,"n. 黄变；黄化, 泛黄"
yellowish,s of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,"a. 淡黄的, 微黄的"
yellowish brown,, 土黄
yellowish erythrosin,,"[医] 黄藻红, 二碘萤光素"
yellowish green,, [医]黄绿色的
yellowish light green SF,,[医] SF字微黄淡绿
yellowish pink,,[网络] 肉色；黄粉红；带黄的粉红
yellowish-beige,,[网络] 淡黄色
yellowish-brown,, 黄棕; 黄棕色; 黄褐色
yellowish-gray,,[网络] 黄灰色砂质土壤
yellowish-grey,,[网络] 灰黄色
yellowish-orange,s of orange tinged with yellow, 黄橙色
yellowish-white,s of a white tinged with yellow,黄白色
yellowjacket,, 赤翅蜂
yellowjackets,,abbr. Yellow jacket Mountains （爱达荷州东部）黄蜂山脉
yellowknife,n a town in the Northwest Territories in northern Canada on the Great Slave Lake,耶洛奈夫[加拿大西北部城镇](西北地区首府)
yellowlegs,n. either of two North American shorebird with yellow legs,n. 黄脚鹬
yellowly,," 成黄色, 带黄"
yellowness,"n. The quality or state of being yellow; as, the\n   yellowness of an orange.\nn. Jealousy.","n. 黄色, 猜忌"
yellowroot,n. Any one of several plants with yellow roots.\nn. See Xanthorhiza.\nn. Same as Orangeroot.,黄根树
yellows,n yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons\nv turn yellow,[医] 钩端螺旋体性黄疸
yellowses,n yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons\nv turn yellow,[兽]马、牛、羊的过敏性黄疸
yellowsis,,过敏性黄疸
Yellowstone,n. a tributary of the Missouri River that flows through the Yellowstone National Park,n. 黄石河
Yellowstone Falls,,黄石瀑布(在美国黄石国家公园中的黄石河上的两个瀑布)
Yellowstone National Park,,n. 【旅】黄石国家公园\n[网络] 黄石公园；美国黄石国家公园；美国黄石公园
Yellowstone River,,[网络] 黄石河；黄石之河；黄石河上
yellowtail,n. superior food fish of the tropical Atlantic and Caribbean with broad yellow stripe along the sides and on the tail\nn. game fish of southern California and Mexico having a yellow tail fin,n. 黄鳍短须石首鱼
yellowtail flounder,, 美洲黄盖鲽
yellowtail snapper,,[网络] 黄尾笛鲷；黄尾真鲷
yellowthroat,n small olive-colored American warblers with yellow breast and throat,n. [动]黄喉地莺
yellowtop,"n. A kind of grass, perhaps a species of Agrostis.","n. [植]紫莞科植物, 一枝黄花"
yellowware,,由粘土烧成的亮黄色陶瓷器皿
yellowweed,,"n. [植]千里光,堆心菊"
yellowwood,n the yellow wood of any of various yellowwood trees\nn any of various trees having yellowish wood or yielding a yellow extract,"n. [植]产黄色木材的各种树, 黄色木材,香槐"
yellowwood tree,,[网络] 黄木树
yellowwort,"n. A European yellow-flowered, gentianaceous (Chlora\n   perfoliata). The whole plant is intensely bitter, and is sometimes used\n   as a tonic, and also in dyeing yellow.",贯叶克劳拉草
yellowy,,"a. 淡黄色的, 带黄色的"
yells,n a loud utterance; often in protest or opposition\nn a loud utterance of emotion (especially when inarticulate)\nv utter a sudden loud cry\nv utter or declare in a very loud voice,"v. 叫喊, 号叫, 叫着说( yell的第三人称单数 )"
yellular,"The loudness one adopts in response to a bad cell-phone connection, in the misguided hope that talking louder will improve the connection.\n> ""I'm so embarrassed. I went totally yellular at a restaurant last night.""\n",
yellville,, [地名] [美国] 耶尔维尔
yelm,,茅草捆
yelp,v. bark in a high-pitched tone,"n. 尖声急叫, 狺吠, 叫喊声\nvi. 尖声急叫, 叫吠, 叫喊\nvt. 叫喊着说"
yelped,imp. & p. p. of Yelp,v. 发出短而尖的叫声( yelp的过去式和过去分词 )
yelper,"n. An animal that yelps, or makes a yelping noise.\nn. The avocet; -- so called from its sharp, shrill cry.\nn. The tattler.",n. 狂吠的狗；尖叫着的人；(猎人使用的)口笛
yelping,n a sharp high-pitched cry (especially by a dog)\nv bark in a high-pitched tone,v. 发出短而尖的叫声( yelp的现在分词 )
yelps,n a sharp high-pitched cry (especially by a dog)\nv bark in a high-pitched tone,n. （因痛苦、气愤、兴奋等的）短而尖的叫声( yelp的名词复数 )\nv. 发出短而尖的叫声( yelp的第三人称单数 )
yelton,, [人名] 耶尔顿
Yeltsin,,n. 叶利钦（俄罗斯前总统）
yelverton,, [人名] 耶尔弗顿
yelwa,, [地名] [尼日利亚] 耶卢瓦
Yemen,n. a republic on the southwestern shores of the Arabian Peninsula on the Indian Ocean; formed in 1990,n. 也门
Yemen myrrh,,[医] 也门没药
Yemeni,n. a native or inhabitant of Yemen\na. of or relating to or characteristic of Yemen or its inhabitants,"n. 也门人\na. 也门的, 也门人的"
Yemeni fils,,[网络] 也门文件
Yemeni monetary unit,,[网络] 也门货币单位
Yemeni rial,,[网络] 也门里亚尔；叶门里亚尔；叶门莱尔
yemenimycin,,也门霉素
Yemenis,n. a native or inhabitant of Yemen,"a. , n. Yemen的变形"
Yemenite,,"n. 也门人\na. 也门的, 也门人的"
yemma,, [人名] 耶马
yen,n. the basic unit of money in Japan; equal to 100 sen,"n. 日元(日本货币单位), 渴望, 嗜好\nvi. 渴望"
yen-shee,, 烟屎
Yenan,,见Yan`an
Yenangyaung,,仁安羌[缅甸西部城市](或译仁南央)
Yenbo,,延布[沙特阿拉伯西部港市]
Yenbond,,日元债券
yenerite,,块硫锑铅矿
yeni,,叶尼裸鼻雀
Yenisei,n a Russian river in Siberia; rises in mountains near the Mongolian border and flows generally northward into the Kara Sea\nn the Uralic language spoken by the Yeniseian,n. 叶尼塞河(西伯利亚中部河流)
Yenisei River,,[网络] 叶尼塞河；叶尼塞河航行；礼仪河
Yenisei-Samoyed,,[网络] 叶尼塞 - 萨摩耶
Yeniseian,,[网络] 叶尼塞语系；叶尼赛语
Yenisey,n. a Russian river in Siberia; rises in mountains near the Mongolian border and flows generally northward into the Kara Sea,n. (Yenisey)人名；(土)耶尼塞伊\n叶尼塞河
Yenisey River,,[网络] 叶尼塞河；叶尼塞河畔
yeniseysk,, [地名] [俄罗斯] 叶尼塞斯克
yenite,n. A silicate of iron and lime occurring in black prismatic\n   crystals; -- also called ilvaite.,(=jenite)黑柱石
yenn,,v. 热望;渴望
yenne,, [地名] [法国] 耶讷
yens,plural of yen\nn. the basic unit of money in Japan; equal to 100 sen,"(yen 的复数) n. 日元(日本货币单位), 渴望, 嗜好\nvi. 渴望"
Yensen allness test,,[医] 晏森氏整体试验(心理测验)
yenta,n. (Yiddish) a vulgar shrew; a shallow coarse termagant\nn. (Yiddish) a woman who talks too much; a gossip unable to keep a secret; a woman who spreads rumors and scandal,"n. 长舌妇, 好管闲事的女人"
Yentai,,烟台(中国山东省一港市)
yentas,,"搬弄是非的女人, 爱管闲事的女人, 长舌妇( yenta的名词复数 )"
yente,,"n. 长舌妇, 好管闲事的女人"
yentl,, 恩桃
yentnite,,方柱闪长岩
yentz,,[美俚]欺骗
Yeo,,int. 唷(水手拉绳时一道发出的叫声)
Yeo's treatment,,[医] 伊奥氏疗法(治肥胖病)
yeoh,, [人名] 约
yeoman,n. officer in the (ceremonial) bodyguard of the British monarch\nn. in former times was free and cultivated his own land,"n. 自由民, 自耕农\n[法] 小地主, 自耕农, 自由民"
yeoman of the guard,, 英王卫士
yeomanly,"a. Pertaining to a yeoman; becoming or suitable to, a\n   yeoman; yeomanlike.","a. 象自由民的, 义勇骑兵的, 卫士的, 勇敢的, 刚毅的, 忠实的\nadv. 勇敢地, 忠实地, 刚毅地"
yeomanry,n. class of small freeholders who cultivated their own land\nn. a British volunteer cavalry force organized in 1761 for home defense later incorporated into the Territorial Army,"n. 自由民, 自耕农"
yeomans,, [人名] [英格兰人姓氏] 约曼斯取自父名，来源于Yeoman↑1，含义是“约曼之子”(son of Yeoman)
yeomen,n officer in the (ceremonial) bodyguard of the British monarch\nn in former times was free and cultivated his own land,"pl. 自耕农, 仆人"
yeomenry,,n. 自耕农
yeong,,n. (Yeong)人名；(东南亚国家华语)杨；(朝)银
Yeovil,,n. 约维尔 (英国国会选区)
yeow,," （突然感到疼痛时发出的声音）哎哟, 啊唷"
yep,,adv. 是（美国俚语=yes）
yepes,, [地名] [西班牙] 耶佩斯
yepsen,, [人名] 耶普森
yer,prep. Ere; before.,pron. [俚]你的（等于your）
yerba,n. An herb; a plant.,n. 巴拉圭茶\n[医] 草
yerba buena,,[医] 印度薄荷
yerba de la golondrina,,[医] 墨西哥蛇药
yerba mansa,,[医] 洋蕺菜根
yerba mate,,[医] 巴拉圭茶
yerba reuma,,[医] 大花瓣鳞花
yerba santa,,[医] 散塔草
yerba santa fluidextract,,[医] 北美圣草流浸膏
yerbabuena,, [地名] [多米尼加共和国、墨西哥] 耶尔瓦布埃纳
yerbadetajo,,墨旱莲
yerbine,,"巴拉圭茶碱, 冬青碱"
yerby,, [人名] 耶比
yerd,n. See 1st & 2d Yard., 青年中产阶级
Yerevan,n capital of Armenia,耶烈万[亚美尼亚共和国首都](即埃里温)
yerger,, [人名] 耶杰
yergin,, [人名] 耶金
yerington,, [地名] [美国] 耶灵顿
yerk,"v. t. To throw or thrust with a sudden, smart movement; to kick\n   or strike suddenly; to jerk.\nv. t. To strike or lash with a whip.\nv. i. To throw out the heels; to kick; to jerk.\nv. i. To move a quick, jerking motion.\nn. A sudden or quick thrust or motion; a jerk.",[方]=jerk
yerked,imp. & p. p. of Yerk,急拉\n急推\nn. (Yerk)人名；(俄)埃尔克
yerkes,n. United States psychologist who studied the intelligence of primates (1876-1956),n. 耶基斯（姓氏）
Yerkes-Bridges test,,[医] 伊-布二氏试验
yerking,p. pr. & vb. n. of Yerk,急拉\n急推\nn. (Yerk)人名；(俄)埃尔克
Yerkish,,n. 耶基斯语(以几何图形符号代表单词、 用于人与黑猩猩对话的一种人造语言)
yerli,,土耳其鸦片
yermosol,,漠境土
yero,,n. (Yero)人名；(布基)耶罗
yers,plural of yer\nprep. Ere; before.,(yer 的复数) pron. [俚]你的（等于your）
Yersin,,[网络] 耶尔森；叶尔辛；逸仙
Yersin type,,[医] 耶尔赞氏型
Yersin's sera,,"[医] 耶尔赞氏血清, 鼠疫血清"
Yersin's serum,,[医] 鼠疫血清
Yersin's type,,[医] 耶尔赞氏型
Yersinia,,[微]耶尔森氏菌属
Yersinia pestis,,[网络] 鼠疫杆菌；鼠疫耶尔森菌；鼠疫耶尔森氏菌
yersiniosis,,n. [医](症状类似阑尾炎的) 耶尔森氏鼠疫杆菌肠道病
yert,, [地名] [俄罗斯] 叶尔特
Yerupaja,,[网络] 主峰耶鲁帕哈
yerushalayim,, [地名] [巴勒斯坦·以色列] 耶路撒冷
yerxa,, [人名] 耶克萨
yes,n. an affirmative,"adv. 是\nn. 是, 同意\nv. 同意"
yes-man,n. a person of unquestioning obedience," 应声虫, 随声附和的人"
yes-men,n. a person of unquestioning obedience,n. 唯唯诺诺的人
yes-no question,,"[计] 需回答""是或非""的问题"
yes?,, 什么事？
yesenia,, [人名] 耶塞妮娅; [电影]叶塞妮娅
yeses,n. an affirmative,"n. 表示同意的答覆, 表示同意的人( yes的复数形式 )"
yeshiva,n. an academy for the advanced study of Jewish texts (primarily the Talmud),"n. 犹太高等学校,犹太初等(或中学)学校"
